"","Location","Price","Experience","Other","will_attend","ages_bin","distance_bin"
"1278","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2099","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"2438","2","1","1","1",0,"02 <= 44.7122","02 > 32.4247"
"3236","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"807","1","4","3","3",0,"03 > 44.7122","02 > 32.4247"
"484","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3037","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"1694","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"1477","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3815","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1017","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5469","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"1519","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"5097","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"502","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3464","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"4582","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"261","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"164","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4732","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"4919","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"3440","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2479","2","4","2","2",0,"03 > 44.7122","02 > 32.4247"
"2997","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"782","1","2","1","4",0,"01 <= 34.9769","02 > 32.4247"
"5357","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"1707","2","2","3","3",1,"03 > 44.7122","02 > 32.4247"
"1245","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"1604","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"2482","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5380","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6253","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"1953","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1724","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"3970","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"3976","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"356","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"4749","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1980","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"271","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"3613","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"105","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"5575","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"3357","3","2","2","1",0,"01 <= 34.9769","02 > 32.4247"
"697","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"5136","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"5147","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"71","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"4346","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"2800","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5741","5","2","1","3",0,"01 <= 34.9769","02 > 32.4247"
"6768","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"28","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"6122","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"6143","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"4760","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"6689","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"2649","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5223","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"3205","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"4420","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"5950","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"1625","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3368","3","1","3","4",1,"02 <= 44.7122","02 > 32.4247"
"583","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3370","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5862","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"1382","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"5459","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"3589","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2519","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3831","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2385","2","1","1","1",0,"01 <= 34.9769","02 > 32.4247"
"5153","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"1852","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"2026","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2640","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"4912","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"4054","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"1649","2","2","3","3",0,"02 <= 44.7122","02 > 32.4247"
"1979","2","4","2","2",0,"02 <= 44.7122","02 > 32.4247"
"6666","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"4907","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"3783","3","4","1","2",0,"03 > 44.7122","02 > 32.4247"
"738","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1530","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6484","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1803","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6715","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2508","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"4070","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"908","1","2","1","4",0,"01 <= 34.9769","02 > 32.4247"
"5471","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"2890","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"5679","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"4922","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"6361","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6292","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3722","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"2944","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"2088","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"4457","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"4776","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"4881","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"5492","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"1320","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4829","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"5303","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"5885","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"4257","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"5409","5","3","3","1",0,"01 <= 34.9769","02 > 32.4247"
"477","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4001","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"6590","5","4","2","4",1,"01 <= 34.9769","01 <= 32.4247"
"4706","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"4653","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"2339","2","1","1","1",0,"01 <= 34.9769","02 > 32.4247"
"2133","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"4232","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"2031","2","2","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"4302","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1346","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"1550","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"775","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"4935","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"4784","4","2","3","2",0,"01 <= 34.9769","02 > 32.4247"
"1233","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"5637","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6682","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"2782","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1877","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1904","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"3601","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"5841","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5079","4","3","1","4",0,"03 > 44.7122","01 <= 32.4247"
"6785","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2233","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3240","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"4090","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"4297","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"5159","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"746","1","2","1","4",1,"02 <= 44.7122","02 > 32.4247"
"5735","5","1","1","2",0,"01 <= 34.9769","02 > 32.4247"
"1588","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2544","3","3","1","3",0,"03 > 44.7122","02 > 32.4247"
"1646","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"2004","2","4","2","2",1,"01 <= 34.9769","02 > 32.4247"
"1511","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"3364","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"4494","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"3366","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"109","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3897","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3771","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4779","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"5467","5","3","3","1",1,"02 <= 44.7122","01 <= 32.4247"
"2773","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"3162","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"5567","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"2360","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"1611","2","2","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1059","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"540","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4259","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"2240","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"406","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"424","1","4","3","3",0,"03 > 44.7122","02 > 32.4247"
"3528","3","1","3","4",0,"01 <= 34.9769","01 <= 32.4247"
"4256","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"1198","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1657","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"5890","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6270","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"6661","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1381","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3986","4","2","3","2",0,"01 <= 34.9769","02 > 32.4247"
"3903","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"6342","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"1501","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1556","2","1","1","1",1,"02 <= 44.7122","01 <= 32.4247"
"2913","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5196","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"1457","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4825","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"3246","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2080","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4843","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1479","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2095","2","2","3","3",1,"03 > 44.7122","01 <= 32.4247"
"6331","5","4","2","4",0,"01 <= 34.9769","01 <= 32.4247"
"4341","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"4074","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"4488","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"1020","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"315","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"3559","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"710","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"98","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"4826","4","2","3","2",0,"01 <= 34.9769","02 > 32.4247"
"1656","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4223","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"1378","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"6046","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"4212","4","2","3","2",0,"01 <= 34.9769","01 <= 32.4247"
"4849","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"4337","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"65","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"3125","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"4532","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"2044","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"5085","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"5483","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6300","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"2808","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"2914","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3191","3","1","3","4",0,"03 > 44.7122","02 > 32.4247"
"1015","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5472","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"1242","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3927","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"274","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"2296","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"3735","3","3","1","3",0,"02 <= 44.7122","02 > 32.4247"
"6601","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"1329","1","1","2","1",0,"03 > 44.7122","02 > 32.4247"
"1109","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"5359","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"2874","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"1403","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5602","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6005","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"5919","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3383","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"6080","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"2152","2","2","3","3",0,"02 <= 44.7122","02 > 32.4247"
"2322","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"2594","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"6741","5","4","2","4",1,"03 > 44.7122","01 <= 32.4247"
"411","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"493","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"2670","3","3","1","3",0,"03 > 44.7122","01 <= 32.4247"
"6095","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"6363","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"1359","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1358","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"3994","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"3138","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"4482","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"1946","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"5211","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3117","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"4203","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"5813","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"89","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"3207","3","2","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"5074","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2018","2","2","3","3",0,"02 <= 44.7122","02 > 32.4247"
"4199","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"6485","5","1","1","2",0,"03 > 44.7122","02 > 32.4247"
"4008","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"5878","5","4","2","4",0,"03 > 44.7122","02 > 32.4247"
"1436","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"6332","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"5150","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"891","1","2","1","4",0,"01 <= 34.9769","02 > 32.4247"
"5668","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"534","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"4213","4","2","3","2",0,"01 <= 34.9769","01 <= 32.4247"
"5941","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"3908","3","1","3","4",0,"01 <= 34.9769","02 > 32.4247"
"2581","3","3","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"4941","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"1598","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"4031","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"3573","3","1","3","4",1,"01 <= 34.9769","01 <= 32.4247"
"3945","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"155","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"395","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"6012","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"5757","5","1","1","2",0,"03 > 44.7122","02 > 32.4247"
"1208","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"4236","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"2021","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4150","4","3","1","4",0,"01 <= 34.9769","02 > 32.4247"
"446","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"6007","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"6536","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2321","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"5222","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5076","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"4104","4","1","2","3",0,"01 <= 34.9769","02 > 32.4247"
"4299","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"5410","5","1","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"2825","3","3","1","3",0,"02 <= 44.7122","02 > 32.4247"
"4281","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2711","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5562","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"724","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"341","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"4320","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"5304","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"31","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"4629","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"4774","4","4","1","1",0,"02 <= 44.7122","02 > 32.4247"
"3014","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3755","3","1","3","4",1,"03 > 44.7122","01 <= 32.4247"
"2173","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"2840","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"1824","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6516","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"6725","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"850","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"4754","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"5210","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"6406","5","4","2","4",1,"01 <= 34.9769","01 <= 32.4247"
"2189","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"5717","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"3880","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"2062","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3113","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"2662","3","2","2","1",0,"02 <= 44.7122","02 > 32.4247"
"4151","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"5526","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"1090","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1609","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2151","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"185","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6550","5","4","2","4",0,"02 <= 44.7122","02 > 32.4247"
"554","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"3730","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"120","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"2582","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"488","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"3081","3","4","1","2",0,"02 <= 44.7122","02 > 32.4247"
"3250","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"4508","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3884","3","1","3","4",0,"02 <= 44.7122","01 <= 32.4247"
"3775","3","1","3","4",1,"01 <= 34.9769","01 <= 32.4247"
"5212","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"5780","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3776","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"4546","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"6165","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"2370","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"5565","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"6517","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"403","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"5791","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"5718","5","3","3","1",0,"02 <= 44.7122","02 > 32.4247"
"4128","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"334","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"4358","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"1986","2","1","1","1",1,"03 > 44.7122","01 <= 32.4247"
"4525","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"5695","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6302","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"4492","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5310","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"2755","3","1","3","4",1,"01 <= 34.9769","01 <= 32.4247"
"150","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1627","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4711","4","1","2","3",0,"01 <= 34.9769","01 <= 32.4247"
"4314","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5972","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"6475","5","3","3","1",0,"03 > 44.7122","02 > 32.4247"
"1913","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1536","2","1","1","1",0,"01 <= 34.9769","02 > 32.4247"
"2774","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"3224","3","2","2","1",0,"01 <= 34.9769","02 > 32.4247"
"3888","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"5570","5","1","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1788","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"4902","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"4187","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"1152","1","2","1","4",1,"01 <= 34.9769","01 <= 32.4247"
"6788","5","1","1","2",0,"03 > 44.7122","01 <= 32.4247"
"5186","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"4927","4","1","2","3",0,"02 <= 44.7122","02 > 32.4247"
"1885","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"5953","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"2363","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"700","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"107","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"2035","2","4","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"4972","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"4744","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"2262","2","1","1","1",0,"03 > 44.7122","01 <= 32.4247"
"4159","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"3659","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"3296","3","4","1","2",0,"03 > 44.7122","02 > 32.4247"
"5163","4","3","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"2147","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"1838","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"3630","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"1964","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"3629","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
